obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""843.795""","=""0.003""","=""843.7956""","=""0.0006""","=""-0.001""","=""11847.96""","=""700""","=""2.5804e-05""","=""9.9207e-04""","=""4.9618e-01""","=""-1.74819""",AAA,"=""97492.304""","=""[109340.2604]""","=""3""","=""""","=""""","=""18""","=""""","=""""",18,648,,"=""T8637""","=""L7400c29""",
"=""846.726""","=""0.003""","=""846.7254""","=""0.0006""","=""0.001""","=""11806.95""","=""700""","=""3.4442e-05""","=""1.1893e-03""","=""5.9690e-01""","=""-1.66943""",AAA,"=""97492.304""","=""[109299.2642]""","=""3""","=""""","=""""","=""17""","=""""","=""""",18,578,,"=""T8637""","=""L7400c29""",
"=""850.249""","=""0.003""","=""850.2483""","=""0.0006""","=""0.001""","=""11758.03""","=""(1200)""","=""4.6801e-05""","=""1.4435e-03""","=""7.2748e-01""","=""-1.58531""",AAA,"=""97492.304""","=""[109250.3433]""","=""3""","=""""","=""""","=""16""","=""""","=""""",18,512,,"=""T8637""","=""L7400c29""",
"=""854.538""","=""0.003""","=""854.5383""","=""0.0006""","="" 0.000""","=""11699.02""","=""(1400)""","=""6.4901e-05""","=""1.7772e-03""","=""9.0015e-01""","=""-1.49500""",AAA,"=""97492.304""","=""[109191.3154]""","=""3""","=""""","=""""","=""15""","=""""","=""""",18,450,,"=""T8637""","=""L7400c29""",
"=""859.839""","=""0.003""","=""859.8392""","=""0.0006""","="" 0.000""","=""11626.89""","=""2300""","=""9.2117e-05""","=""2.2246e-03""","=""1.1338e+00""","=""-1.39747""",AAA,"=""97492.304""","=""[109119.1917]""","=""3""","=""""","=""""","=""14""","=""""","=""""",18,392,,"=""T8637""","=""L7400c29""",
"=""866.502""","=""0.003""","=""866.5018""","=""0.0006""","=""0.000""","=""11537.49""","=""(2200)""","=""1.3431e-04""","=""2.8402e-03""","=""1.4587e+00""","=""-1.29138""",AAA,"=""97492.304""","=""[109029.7913]""","=""3""","=""""","=""""","=""13""","=""""","=""""",18,338,,"=""T8637""","=""L7400c29""",
"=""""","=""""","=""875.040169R""","=""""","=""""","=""11424.90918""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""108917.1203787""","=""3p""","=""2P*""","=""1/2""","=""12d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""875.040285R""","=""""","=""""","=""11424.90766""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[108917.11886]""","=""3p""","=""2P*""","=""1/2""","=""12s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""875.040972R""","=""""","=""""","=""11424.89869""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108917.12039]""","=""3s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""875.041102R""","=""""","=""""","=""11424.89700""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108917.11870]""","=""3s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""875.046""","=""0.003""","=""875.0472""","=""0.0005""","=""-0.001""","=""11424.83""","=""2200""","=""2.0207e-04""","=""3.7133e-03""","=""1.9260e+00""","=""-1.17497""",AAA,"=""97492.304""","=""108917.1209""","=""3""","=""""","=""""","=""12""","=""""","=""""",18,288,,"=""T8637""","=""L7400c29""",
"=""""","=""""","=""875.048429R""","=""""","=""""","=""11424.80133""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""108917.12094342""","=""3p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""875.048458R""","=""""","=""""","=""11424.80096""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108917.12039]""","=""3d""","=""2D""","=""3/2""","=""12p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""875.048472R""","=""""","=""""","=""11424.80077""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""108917.1203787""","=""3p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""875.048587R""","=""""","=""""","=""11424.79927""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108917.11870]""","=""3d""","=""2D""","=""3/2""","=""12p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""875.048589R""","=""""","=""""","=""11424.79925""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108917.11886]""","=""3p""","=""2P*""","=""3/2""","=""12s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""875.051225R""","=""""","=""""","=""11424.76482""","=""""","=""""","=""""","=""""","=""""",,"=""97492.355566""","=""[108917.12039]""","=""3d""","=""2D""","=""5/2""","=""12p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""""","=""""","=""886.271072R""","=""""","=""""","=""11280.13234""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[108772.343536]""","=""3p""","=""2P*""","=""1/2""","=""11d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""886.271226R""","=""""","=""""","=""11280.13037""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[108772.34157]""","=""3p""","=""2P*""","=""1/2""","=""11s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""886.271896R""","=""""","=""""","=""11280.12185""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108772.34355]""","=""3s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""886.272068R""","=""""","=""""","=""11280.11965""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108772.34135]""","=""3s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""886.279532R""","=""""","=""""","=""11280.02466""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108772.344270]""","=""3p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""886.279574R""","=""""","=""""","=""11280.02412""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108772.34355]""","=""3d""","=""2D""","=""3/2""","=""11p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""886.279589R""","=""""","=""""","=""11280.02393""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108772.343536]""","=""3p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""886.279744R""","=""""","=""""","=""11280.02196""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108772.34157]""","=""3p""","=""2P*""","=""3/2""","=""11s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""886.279747R""","=""""","=""""","=""11280.02192""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108772.34135]""","=""3d""","=""2D""","=""3/2""","=""11p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""886.282413R""","=""""","=""""","=""11279.98798""","=""""","=""""","=""""","=""""","=""""",,"=""97492.355566""","=""[108772.34355]""","=""3d""","=""2D""","=""5/2""","=""11p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""886.289""","=""0.010""","=""886.2783""","=""0.0006""","=""0.011""","=""11279.90""","=""(3600)""","=""3.1558e-04""","=""4.9988e-03""","=""2.6260e+00""","=""-1.04586""",AAA,"=""97492.304""","=""108772.3445""","=""3""","=""""","=""""","=""11""","=""""","=""""",18,242,,"=""T8637""","=""L7400c29""",
"=""""","=""""","=""901.483495R""","=""""","=""""","=""11089.78222""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[108581.9934250]""","=""3p""","=""2P*""","=""1/2""","=""10d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""901.483708R""","=""""","=""""","=""11089.77960""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[108581.99080]""","=""3p""","=""2P*""","=""1/2""","=""10s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""901.484347R""","=""""","=""""","=""11089.77174""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108581.99344]""","=""3s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""901.484586R""","=""""","=""""","=""11089.76881""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108581.99051]""","=""3s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""901.492229R""","=""""","=""""","=""11089.67479""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""108581.9944009""","=""3p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""901.492292R""","=""""","=""""","=""11089.67401""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108581.99344]""","=""3d""","=""2D""","=""3/2""","=""10p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""901.492308R""","=""""","=""""","=""11089.67381""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108581.9934250]""","=""3p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""901.492521R""","=""""","=""""","=""11089.67119""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108581.99080]""","=""3p""","=""2P*""","=""3/2""","=""10s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""901.492530R""","=""""","=""""","=""11089.67108""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108581.99051]""","=""3d""","=""2D""","=""3/2""","=""10p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""901.495229R""","=""""","=""""","=""11089.63787""","=""""","=""""","=""""","=""""","=""""",,"=""97492.355566""","=""[108581.99344]""","=""3d""","=""2D""","=""5/2""","=""10p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""901.53""","=""0.10""","=""901.4910""","=""0.0007""","=""0.04""","=""11089.2""","=""(4800)""","=""5.1558e-04""","=""6.9831e-03""","=""3.7313e+00""","=""-0.90068""",AAA,"=""97492.304""","=""108581.9945""","=""3""","=""""","=""""","=""10""","=""""","=""""",18,200,,"=""T8637""","=""L7389""",
"=""""","=""""","=""922.893566R""","=""""","=""""","=""10832.51296""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[108324.724162]""","=""3p""","=""2P*""","=""1/2""","=""9d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""922.893874R""","=""""","=""""","=""10832.50935""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[108324.72055]""","=""3p""","=""2P*""","=""1/2""","=""9s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""922.894460R""","=""""","=""""","=""10832.50248""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108324.72418]""","=""3s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""922.894802R""","=""""","=""""","=""10832.49846""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[108324.72016]""","=""3s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""922.902689R""","=""""","=""""","=""10832.40589""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108324.725501]""","=""3p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""922.902786R""","=""""","=""""","=""10832.40475""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108324.72418]""","=""3d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""922.902803R""","=""""","=""""","=""10832.40455""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108324.724162]""","=""3p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""922.903111R""","=""""","=""""","=""10832.40094""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[108324.72055]""","=""3p""","=""2P*""","=""3/2""","=""9s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""922.903129R""","=""""","=""""","=""10832.40073""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[108324.72016]""","=""3d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""922.905865R""","=""""","=""""","=""10832.36861""","=""""","=""""","=""""","=""""","=""""",,"=""97492.355566""","=""[108324.72418]""","=""3d""","=""2D""","=""5/2""","=""9p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""922.97""","=""0.10""","=""922.9014""","=""0.0007""","=""0.07""","=""10831.6""","=""(6500)""","=""8.9050e-04""","=""1.0239e-02""","=""5.6011e+00""","=""-0.73447""",AAA,"=""97492.304""","=""108324.7253""","=""3""","=""""","=""""","=""9""","=""""","=""""",18,162,,"=""T8637""","=""L7389""",
"=""""","=""""","=""954.588652R""","=""""","=""""","=""10472.84367""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""107965.0548660""","=""3p""","=""2P*""","=""1/2""","=""8d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""954.589122R""","=""""","=""""","=""10472.83851""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""107965.0497145""","=""3p""","=""2P*""","=""1/2""","=""8s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""954.589608R""","=""""","=""""","=""10472.83317""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[107965.0548753]""","=""3s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""954.590129R""","=""""","=""""","=""10472.82746""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[107965.0491583]""","=""3s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""954.598360R""","=""""","=""""","=""10472.73716""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""107965.05677174""","=""3p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""954.598517R""","=""""","=""""","=""10472.73544""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[107965.0548753]""","=""3d""","=""2D""","=""3/2""","=""8p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""954.598534R""","=""""","=""""","=""10472.73526""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""107965.0548660""","=""3p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""954.599003R""","=""""","=""""","=""10472.73010""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""107965.0497145""","=""3p""","=""2P*""","=""3/2""","=""8s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""954.599038R""","=""""","=""""","=""10472.72973""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[107965.0491583]""","=""3d""","=""2D""","=""3/2""","=""8p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""954.601810R""","=""""","=""""","=""10472.69931""","=""""","=""""","=""""","=""""","=""""",,"=""97492.355566""","=""[107965.0548753]""","=""3d""","=""2D""","=""5/2""","=""8p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""954.62""","=""0.10""","=""954.5969""","=""0.0006""","=""0.02""","=""10472.5""","=""(9000)""","=""1.6506e-03""","=""1.6044e-02""","=""9.0777e+00""","=""-0.53943""",AAA,"=""97492.304""","=""107965.0568""","=""3""","=""""","=""""","=""8""","=""""","=""""",18,128,,"=""T8637""","=""L7389""",
"=""""","=""""","=""1004.927865R""","=""""","=""""","=""9948.23582""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[107440.447022]""","=""3p""","=""2P*""","=""1/2""","=""7d""","=""2D""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1004.928642R""","=""""","=""""","=""9948.22813""","=""""","=""""","=""""","=""""","=""""",,"=""97492.211200""","=""[107440.43933]""","=""3p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1004.928925R""","=""""","=""""","=""9948.22533""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[107440.44703]""","=""3s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""1004.929787R""","=""""","=""""","=""9948.21680""","=""""","=""""","=""""","=""""","=""""",,"=""97492.221701""","=""[107440.43850]""","=""3s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""1004.938529R""","=""""","=""""","=""9948.13025""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[107440.449866]""","=""3p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""1004.938798R""","=""""","=""""","=""9948.12760""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[107440.44703]""","=""3d""","=""2D""","=""3/2""","=""7p""","=""2P*""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1004.938817R""","=""""","=""""","=""9948.12741""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[107440.447022]""","=""3p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""1004.939594R""","=""""","=""""","=""9948.11972""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319611""","=""[107440.43933]""","=""3p""","=""2P*""","=""3/2""","=""7s""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1004.939660R""","=""""","=""""","=""9948.11907""","=""""","=""""","=""""","=""""","=""""",,"=""97492.319433""","=""[107440.43850]""","=""3d""","=""2D""","=""3/2""","=""7p""","=""2P*""","=""1/2""",4,2,,"=""""","=""""",
"=""""","=""""","=""1004.942448R""","=""""","=""""","=""9948.09146""","=""""","=""""","=""""","=""""","=""""",,"=""97492.355566""","=""[107440.44703]""","=""3d""","=""2D""","=""5/2""","=""7p""","=""2P*""","=""3/2""",6,4,,"=""""","=""""",
"=""1004.98""","=""0.10""","=""1004.9369""","=""0.0007""","=""0.04""","=""9947.7""","=""(13000)""","=""3.3585e-03""","=""2.7700e-02""","=""1.6500e+01""","=""-0.30225""",AAA,"=""97492.304""","=""107440.4508""","=""3""","=""""","=""""","=""7""","=""""","=""""",18,98,,"=""T8637""","=""L7389""",
"=""""","=""""","=""1093.798199""","=""0.000006""","=""""","=""9139.95085""","=""""","=""1.5649e-02""","=""5.6168e-02""","=""4.0462e+00""","=""-0.94948""",AAA,"=""97492.211200""","=""[106632.1620536]""","=""3p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""1093.799454""","=""0.000006""","=""""","=""9139.94037""","=""""","=""9.5508e-03""","=""3.4280e-02""","=""2.4695e+00""","=""-1.16393""",AAA,"=""97492.221701""","=""[106632.1620756]""","=""3s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""""","=""1093.799661""","=""0.000006""","=""""","=""9139.93864""","=""""","=""1.6906e-03""","=""3.0340e-03""","=""2.1856e-01""","=""-2.21696""",AAA,"=""97492.211200""","=""106632.1498416""","=""3p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""1093.801075""","=""0.000006""","=""""","=""9139.92682""","=""""","=""9.5511e-03""","=""1.7141e-02""","=""1.2348e+00""","=""-1.46495""",AAA,"=""97492.221701""","=""[106632.1485242]""","=""3s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""""","=""1093.810612""","=""0.000006""","=""""","=""9139.84713""","=""""","=""2.0030e-02""","=""5.3920e-02""","=""7.7687e+00""","=""-0.66619""",AAA,"=""97492.319433""","=""(106632.16656761)""","=""3d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""1093.810633""","=""0.000006""","=""""","=""9139.84696""","=""""","=""1.8778e-02""","=""5.0550e-02""","=""7.2831e+00""","=""-0.69422""",AAA,"=""97492.319611""","=""106632.1665697""","=""3p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""""","=""1093.811150""","=""0.000006""","=""""","=""9139.84264""","=""""","=""7.8242e-05""","=""1.4042e-04""","=""2.0231e-02""","=""-3.25052""",AAA,"=""97492.319433""","=""[106632.1620756]""","=""3d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""""","=""1093.811173""","=""0.000006""","=""""","=""9139.84244""","=""""","=""3.1296e-03""","=""5.6165e-03""","=""8.0922e-01""","=""-1.64847""",AAA,"=""97492.319611""","=""[106632.1620536]""","=""3p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
