element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,3,"=""54.00""","=""54.0047634""","=""0.0000003""","="" 0.00""","=""185200""","=""""","=""1.3950e+00""","=""3.0499e-03""","=""2.1689e-02""","=""-1.91366""",AA,"=""(740764.0001941)""","=""(925932.85143)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""L7397""",
Li,3,"=""72.91""","=""72.8897229""","=""0.0000005""","=""0.02""","=""137160""","=""""","=""4.3683e+01""","=""6.9587e-01""","=""3.3397e+00""","=""0.14356""",AA,"=""(740734.34169)""","=""(877927.8939309)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""L7397""",
Li,3,"=""72.91""","=""72.8908267""","=""0.0000005""","=""0.02""","=""137160""","=""""","=""1.8194e+01""","=""2.8984e-01""","=""1.3910e+00""","=""-0.23681""",AA,"=""(740736.4339)""","=""(877927.908420)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""L7397""",
Li,3,"=""72.91""","=""72.8940529""","=""0.0000005""","=""0.02""","=""137160""","=""""","=""1.7066e+00""","=""1.3594e-02""","=""6.5247e-02""","=""-1.56561""",AA,"=""(740734.34169)""","=""(877919.74441)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""L7397""",
Li,3,"=""72.91""","=""72.8954960""","=""0.0000005""","=""0.01""","=""137160""","=""""","=""1.8202e+01""","=""1.4500e-01""","=""6.9596e-01""","=""-0.53759""",AA,"=""(740736.4339)""","=""(877919.12067)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""L7397""",
Li,3,"=""72.91""","=""72.9039270""","=""0.0000005""","=""0.01""","=""137160""","=""""","=""5.2407e+01""","=""6.2639e-01""","=""6.0135e+00""","=""0.39890""",AA,"=""(740764.0001941)""","=""(877930.8225495)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""L7397""",
Li,3,"=""72.91""","=""72.9054836""","=""0.0000005""","=""0.00""","=""137160""","=""""","=""8.7344e+00""","=""6.9601e-02""","=""6.6820e-01""","=""-0.55533""",AA,"=""(740764.0001941)""","=""(877927.8939309)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""L7397""",
Li,3,"=""72.91""","=""72.9098155""","=""0.0000005""","=""0.00""","=""137160""","=""""","=""3.4165e+00""","=""1.3614e-02""","=""1.3071e-01""","=""-1.26396""",AA,"=""(740764.0001941)""","=""(877919.74441)""","=""2p""","=""2P*""","=""3/2""","=""3s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""L7397""",
Li,2,"=""80.0""","=""""","=""""","=""""","=""125000""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3698""",
Li,2,"=""82.0""","=""82.21763""","=""0.00010""","=""-0.2""","=""122000""","=""*""","=""4.5196e-01""","=""7.6338e-03""","=""6.1987e-02""","=""-1.64014""",AAA,"=""[476034.11]""","=""[597662.53]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""82.0""","=""82.21808""","=""0.00010""","=""-0.2""","=""122000""","=""*""","=""4.5196e-01""","=""4.5803e-03""","=""3.7193e-02""","=""-1.86198""",AAA,"=""[476034.11]""","=""[597661.86]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""82.0""","=""82.21834""","=""0.00010""","=""-0.2""","=""122000""","=""*""","=""4.5197e-01""","=""1.5268e-03""","=""1.2398e-02""","=""-2.3391""",AAA,"=""[476034.11]""","=""[597661.48]""","=""1s.2s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L3698""",
Li,2,"=""86.1""","=""86.13285""","=""0.00010""","="" 0.0""","=""116100""","=""*""","=""7.6775e-01""","=""1.4221e-02""","=""1.2093e-01""","=""-1.3699""",AAA,"=""[476034.11]""","=""[592133.83]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""86.1""","=""86.13335""","=""0.00010""","="" 0.0""","=""116100""","=""*""","=""7.6777e-01""","=""8.5329e-03""","=""7.2560e-02""","=""-1.59178""",AAA,"=""[476034.11]""","=""[592133.16]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""86.1""","=""86.13363""","=""0.00010""","="" 0.0""","=""116100""","=""*""","=""7.6778e-01""","=""2.8443e-03""","=""2.4187e-02""","=""-2.06890""",AAA,"=""[476034.11]""","=""[592132.78]""","=""1s.2s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L3698""",
Li,2,"=""90.55""","=""""","=""""","=""""","=""110440""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3698""",
Li,2,"=""""","=""91.079""","=""0.025""","=""""","=""109800""","=""""","=""2.6895e-01""","=""1.0066e-02""","=""3.0228e-02""","=""-1.99716""",AAA,"=""[491373.71]""","=""[601169]""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""91.75""","=""91.78098""","=""0.00012""","=""-0.03""","=""108990""","=""*""","=""""","=""""","=""""","=""""",,"=""[494260.30]""","=""[603215.34]""","=""1s.2p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",3,5,,"=""""","=""L3698""",
Li,2,"=""91.75""","=""91.78131""","=""0.00019""","=""-0.03""","=""108990""","=""*""","=""""","=""""","=""""","=""""",,"=""[494260.30]""","=""[603214.95]""","=""1s.2p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",3,3,,"=""""","=""L3698""",
Li,2,"=""91.75""","=""91.78233""","=""0.00012""","=""-0.03""","=""108990""","=""*""","=""""","=""""","=""""","=""""",,"=""[494262.57]""","=""[603216.00]""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",5,7,,"=""""","=""L3698""",
Li,2,"=""91.75""","=""91.78289""","=""0.00012""","=""-0.03""","=""108990""","=""*""","=""""","=""""","=""""","=""""",,"=""[494262.57]""","=""[603215.34]""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",5,5,,"=""""","=""L3698""",
Li,2,"=""91.75""","=""91.78322""","=""0.00019""","=""-0.03""","=""108990""","=""*""","=""""","=""""","=""""","=""""",,"=""[494262.57]""","=""[603214.95]""","=""1s.2p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",5,3,,"=""""","=""L3698""",
Li,2,"=""91.75""","=""91.78585""","=""0.00019""","=""-0.04""","=""108990""","=""*""","=""""","=""""","=""""","=""""",,"=""[494265.70]""","=""[603214.95]""","=""1s.2p""","=""3P*""","=""0""","=""1s.8d""","=""3D""","=""1""",1,3,,"=""""","=""L3698""",
Li,2,"=""93.6""","=""93.58627""","=""0.00012""","=""0.0""","=""106800""","=""*""","=""4.6005e-01""","=""1.0068e-02""","=""9.3056e-02""","=""-1.51994""",AAA,"=""[494260.30]""","=""[601113.58]""","=""1s.2p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""93.6""","=""93.58661""","=""0.00020""","=""0.0""","=""106800""","=""*""","=""2.5561e-01""","=""3.3563e-03""","=""3.1022e-02""","=""-1.99702""",AAA,"=""[494260.30]""","=""[601113.19]""","=""1s.2p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""93.6""","=""93.58768""","=""0.00012""","=""0.0""","=""106800""","=""*""","=""6.1346e-01""","=""1.1277e-02""","=""1.7373e-01""","=""-1.24882""",AAA,"=""[494262.57]""","=""[601114.24]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L3698""",
Li,2,"=""93.6""","=""93.58826""","=""0.00012""","=""0.0""","=""106800""","=""*""","=""1.5335e-01""","=""2.0137e-03""","=""3.1021e-02""","=""-1.99704""",AAA,"=""[494262.57]""","=""[601113.58]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""93.6""","=""93.58860""","=""0.00020""","=""0.0""","=""106800""","=""*""","=""1.7041e-02""","=""1.3426e-04""","=""2.0683e-03""","=""-3.17309""",AAA,"=""[494262.57]""","=""[601113.19]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""93.6""","=""93.59134""","=""0.00020""","=""0.0""","=""106800""","=""*""","=""3.4081e-01""","=""1.3427e-02""","=""4.1369e-02""","=""-1.87204""",AAA,"=""[494265.70]""","=""[601113.19]""","=""1s.2p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""""","=""93.88971""","=""0.00019""","=""""","=""106507.94""","=""""","=""9.581e-07""","=""6.331e-08""","=""3.121e-01""","=""-7.199""",AA,"=""[491373.71]""","=""[597881.65]""","=""1s.2s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,2,"=""""","=""93.841""","=""0.004""","=""""","=""106563""","=""""","=""4.2318e-01""","=""1.6793e-02""","=""5.1928e-02""","=""-1.77488""",AAA,"=""[491373.71]""","=""[597936.4]""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""94.00022""","=""0.00012""","=""""","=""106382.73""","=""""","=""5.7715e-02""","=""7.6455e-04""","=""7.0979e-03""","=""-2.63947""",AAA,"=""[494260.30]""","=""[600643.03]""","=""1s.2p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""94.00223""","=""0.00012""","=""""","=""106380.46""","=""""","=""9.6195e-02""","=""7.6461e-04""","=""1.1831e-02""","=""-2.4176""",AAA,"=""[494262.57]""","=""[600643.03]""","=""1s.2p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""94.00499""","=""0.00012""","=""""","=""106377.33""","=""""","=""1.9238e-02""","=""7.6462e-04""","=""2.3663e-03""","=""-3.11656""",AAA,"=""[494265.70]""","=""[600643.03]""","=""1s.2p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""94.5""","=""94.47178""","=""0.00013""","=""0.0""","=""105800""","=""*""","=""1.4316e+00""","=""3.1944e-02""","=""2.9814e-01""","=""-1.01849""",AAA,"=""[476034.11]""","=""[581885.83]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""94.5""","=""94.47242""","=""0.00013""","=""0.0""","=""105800""","=""*""","=""1.4316e+00""","=""1.9167e-02""","=""1.7889e-01""","=""-1.24032""",AAA,"=""[476034.11]""","=""[581885.11]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""94.5""","=""94.47278""","=""0.00013""","=""0.0""","=""105800""","=""*""","=""1.4317e+00""","=""6.3892e-03""","=""5.9631e-02""","=""-1.71744""",AAA,"=""[476034.11]""","=""[581884.71]""","=""1s.2s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L3698""",
Li,2,"=""96.5""","=""96.51134""","=""0.00013""","="" 0.0""","=""103600""","=""*""","=""7.5009e-01""","=""1.7457e-02""","=""1.6640e-01""","=""-1.28090""",AAA,"=""[494260.30]""","=""[597875.07]""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""96.5""","=""96.51170""","=""0.00021""","="" 0.0""","=""103600""","=""*""","=""4.1676e-01""","=""5.8198e-03""","=""5.5473e-02""","=""-1.75797""",AAA,"=""[494260.30]""","=""[597874.68]""","=""1s.2p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""96.5""","=""96.51284""","=""0.00013""","="" 0.0""","=""103600""","=""*""","=""1.0002e+00""","=""1.9554e-02""","=""3.1065e-01""","=""-1.00979""",AAA,"=""[494262.57]""","=""[597875.73]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L3698""",
Li,2,"=""96.5""","=""96.51345""","=""0.00013""","="" 0.0""","=""103600""","=""*""","=""2.5002e-01""","=""3.4915e-03""","=""5.5468e-02""","=""-1.75802""",AAA,"=""[494262.57]""","=""[597875.07]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""96.5""","=""96.51381""","=""0.00021""","="" 0.0""","=""103600""","=""*""","=""2.7784e-02""","=""2.3280e-04""","=""3.6984e-03""","=""-2.93405""",AAA,"=""[494262.57]""","=""[597874.68]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""96.5""","=""96.51673""","=""0.00021""","="" 0.0""","=""103600""","=""*""","=""5.5568e-01""","=""2.3281e-02""","=""7.3975e-02""","=""-1.63299""",AAA,"=""[494265.70]""","=""[597874.68]""","=""1s.2p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""97.2""","=""97.21878""","=""0.00013""","="" 0.0""","=""102900""","=""*""","=""9.3945e-02""","=""1.3306e-03""","=""1.2774e-02""","=""-2.3988""",AAA,"=""[494260.30]""","=""[597121.08]""","=""1s.2p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""97.2""","=""97.22093""","=""0.00013""","="" 0.0""","=""102900""","=""*""","=""1.5658e-01""","=""1.3307e-03""","=""2.1291e-02""","=""-2.17695""",AAA,"=""[494262.57]""","=""[597121.08]""","=""1s.2p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""97.2""","=""97.22389""","=""0.00013""","="" 0.0""","=""102900""","=""*""","=""3.1320e-02""","=""1.3309e-03""","=""4.2587e-03""","=""-2.87586""",AAA,"=""[494265.70]""","=""[597121.08]""","=""1s.2p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""98.8""","=""98.7706""","=""0.0022""","=""0.0""","=""101200""","=""""","=""7.1912e-01""","=""3.1543e-02""","=""1.0255e-01""","=""-1.5011""",AAA,"=""[491373.71]""","=""[592618.4]""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""""","=""98.87300""","=""0.00021""","=""""","=""101139.85""","=""""","=""2.3373e-06""","=""1.7128e-07""","=""9.8601e-01""","=""-6.7663""",AAA,"=""[491373.71]""","=""[592513.56]""","=""1s.2s""","=""1S""","=""0""","=""1s.5d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,2,"=""""","=""100.69436""","=""0.00018""","=""""","=""99310.43""","=""""","=""4.6247e-01""","=""1.1717e-02""","=""1.1652e-01""","=""-1.4541""",AAA,"=""[501807.72]""","=""[601118.15]""","=""1s.2p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""100.8858""","=""0.0020""","=""""","=""99122.0""","=""""","=""1.3736e-01""","=""6.9865e-04""","=""6.9613e-03""","=""-2.67862""",AAA,"=""[501807.72]""","=""[600929.7]""","=""1s.2p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""101.77779""","=""0.00019""","=""""","=""98253.26""","=""""","=""1.906e-04""","=""4.934e-06""","=""4.960e-05""","=""-4.8296""",AA,"=""[494260.30]""","=""[592513.56]""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""101.78014""","=""0.00019""","=""""","=""98250.99""","=""""","=""7.341e-05""","=""1.140e-06""","=""1.910e-05""","=""-5.2441""",AA,"=""[494262.57]""","=""[592513.56]""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""101.8""","=""101.78851""","=""0.00015""","=""0.0""","=""98200""","=""*""","=""1.3551e+00""","=""3.5090e-02""","=""3.5280e-01""","=""-0.97769""",AAA,"=""[494260.30]""","=""[592503.22]""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""101.8""","=""101.78891""","=""0.00023""","=""0.0""","=""98200""","=""*""","=""7.5298e-01""","=""1.1699e-02""","=""1.1762e-01""","=""-1.4547""",AAA,"=""[494260.30]""","=""[592502.83]""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""101.8""","=""101.79017""","=""0.00015""","=""0.0""","=""98200""","=""*""","=""1.8072e+00""","=""3.9308e-02""","=""6.5868e-01""","=""-0.70655""",AAA,"=""[494262.57]""","=""[592503.88]""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L3698""",
Li,2,"=""101.8""","=""101.79086""","=""0.00015""","=""0.0""","=""98200""","=""*""","=""4.5171e-01""","=""7.0180e-03""","=""1.1760e-01""","=""-1.4548""",AAA,"=""[494262.57]""","=""[592503.22]""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""101.8""","=""101.79126""","=""0.00023""","=""0.0""","=""98200""","=""*""","=""5.0201e-02""","=""4.6797e-04""","=""7.8417e-03""","=""-2.63081""",AAA,"=""[494262.57]""","=""[592502.83]""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""101.8""","=""101.79450""","=""0.00023""","=""0.0""","=""98200""","=""*""","=""1.0041e+00""","=""4.6802e-02""","=""1.5685e-01""","=""-1.32974""",AAA,"=""[494265.70]""","=""[592502.83]""","=""1s.2p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""103.2""","=""103.17459""","=""0.00015""","=""0.0""","=""96900""","=""*""","=""1.6829e-01""","=""2.6870e-03""","=""2.7387e-02""","=""-2.09361""",AAA,"=""[494260.30]""","=""[591183.39]""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""103.2""","=""103.17701""","=""0.00015""","=""0.0""","=""96900""","=""*""","=""2.8050e-01""","=""2.6872e-03""","=""4.5649e-02""","=""-1.87172""",AAA,"=""[494262.57]""","=""[591183.39]""","=""1s.2p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""103.2""","=""103.18034""","=""0.00015""","=""0.0""","=""96900""","=""*""","=""5.6105e-02""","=""2.6874e-03""","=""9.1305e-03""","=""-2.57066""",AAA,"=""[494265.70]""","=""[591183.39]""","=""1s.2p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""103.6""","=""""","=""""","=""""","=""96500""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3160,L1992""",
Li,2,"=""""","=""104.08651""","=""0.00020""","=""""","=""96073.93""","=""""","=""7.6296e-01""","=""2.0654e-02""","=""2.1232e-01""","=""-1.20788""",AAA,"=""[501807.72]""","=""[597881.65]""","=""1s.2p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""104.027""","=""0.005""","=""""","=""96129""","=""""","=""1.927e-06""","=""3.126e-08""","=""6.323e-01""","=""-7.028""",AA,"=""[501807.72]""","=""[597936.4]""","=""1s.2p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
Li,2,"=""""","=""104.41472""","=""0.00020""","=""""","=""95771.94""","=""""","=""2.2136e-01""","=""1.2060e-03""","=""1.2437e-02""","=""-2.4415""",AAA,"=""[501807.72]""","=""[597579.66]""","=""1s.2p""","=""1P*""","=""1""","=""1s.6s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""109.3""","=""109.3341""","=""0.0014""","="" 0.0""","=""91500""","=""""","=""1.3549e+00""","=""7.2799e-02""","=""2.6195e-01""","=""-1.13788""",AAA,"=""[491373.71]""","=""[582836.5]""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L3698""",
Li,2,"=""""","=""109.5814""","=""0.0003""","=""""","=""91256.37""","=""""","=""7.846e-06""","=""7.062e-07""","=""5.535e+00""","=""-6.151""",AA,"=""[491373.71]""","=""[582630.08]""","=""1s.2s""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,2,"=""""","=""110.119""","=""0.003""","=""""","=""90810.7""","=""""","=""3.344e-06""","=""6.079e-08""","=""1.449e+00""","=""-6.739""",AA,"=""[501807.72]""","=""[592618.4]""","=""1s.2p""","=""1P*""","=""1""","=""1s.5p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
Li,2,"=""110.3""","=""110.24648""","=""0.00022""","=""0.1""","=""90700""","=""""","=""1.4050e+00""","=""4.2709e-02""","=""4.6526e-01""","=""-0.89236""",AAA,"=""[501807.72]""","=""[592513.56]""","=""1s.2p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L3698""",
Li,2,"=""110.9""","=""110.88815""","=""0.00022""","=""0.0""","=""90200""","=""""","=""3.9137e-01""","=""2.4054e-03""","=""2.6346e-02""","=""-2.14169""",AAA,"=""[501807.72]""","=""[591988.68]""","=""1s.2p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""L3698""",
Li,2,"=""""","=""113.18332""","=""0.00018""","=""""","=""88352.24""","=""""","=""2.8865e+00""","=""9.2393e-02""","=""1.0328e+00""","=""-0.5572""",AAA,"=""[494260.30]""","=""[582612.54]""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""113.1838""","=""0.0003""","=""""","=""88351.85""","=""""","=""1.6039e+00""","=""3.0804e-02""","=""3.4434e-01""","=""-1.03427""",AAA,"=""[494260.30]""","=""[582612.15]""","=""1s.2p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""113.18538""","=""0.00018""","=""""","=""88350.63""","=""""","=""3.8494e+00""","=""1.0350e-01""","=""1.9284e+00""","=""-0.28607""",AAA,"=""[494262.57]""","=""[582613.20]""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""113.18623""","=""0.00018""","=""""","=""88349.97""","=""""","=""9.6217e-01""","=""1.8480e-02""","=""3.4430e-01""","=""-1.03433""",AAA,"=""[494262.57]""","=""[582612.54]""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""113.1867""","=""0.0003""","=""""","=""88349.58""","=""""","=""1.0693e-01""","=""1.2322e-03""","=""2.2958e-02""","=""-2.21034""",AAA,"=""[494262.57]""","=""[582612.15]""","=""1s.2p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""113.21""","=""113.1907""","=""0.0003""","=""0.02""","=""88330""","=""""","=""2.1375e+00""","=""1.2321e-01""","=""4.5922e-01""","=""-0.90934""",AAA,"=""[494265.70]""","=""[582612.15]""","=""1s.2p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""114.1""","=""""","=""""","=""""","=""87600""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3160,L1992""",
Li,2,"=""116.64""","=""116.65867""","=""0.00019""","=""-0.02""","=""85730""","=""""","=""3.5100e-01""","=""7.1591e-03""","=""8.2471e-02""","=""-1.66802""",AAA,"=""[494260.30]""","=""[579980.46]""","=""1s.2p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""116.66176""","=""0.00019""","=""""","=""85717.89""","=""""","=""5.8470e-01""","=""7.1582e-03""","=""1.3746e-01""","=""-1.44623""",AAA,"=""[494262.57]""","=""[579980.46]""","=""1s.2p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""116.66602""","=""0.00019""","=""""","=""85714.76""","=""""","=""1.1694e-01""","=""7.1587e-03""","=""2.7495e-02""","=""-2.14517""",AAA,"=""[494265.70]""","=""[579980.46]""","=""1s.2p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
